"","standtype","site","rep","species","status","count"
"472","intact","Intact1","1","Eriodictyon crassifolium","mature",0
"473","intact","Intact1","1","Eriogonum fasciculatum","mature",0
"474","intact","Intact1","1","Heteromeles arbutifolia","mature",9
"475","intact","Intact1","1","Malacothamnus fasciculatus","mature",0
"476","intact","Intact1","1","Rhamnus ilicifolia","mature",1
"477","intact","Intact1","1","Rhus ovata","mature",0
"478","intact","Intact1","1","Salvia apiana","mature",0
"479","intact","Intact1","1","Salvia leucophylla","mature",2
"480","intact","Intact1","1","Sambucus mexicana","mature",0
"481","intact","Intact1","1","unknown5 shrub","mature",0
"482","intact","Intact2","2","Artemisia californica","mature",26
"483","intact","Intact2","2","Baccharis pilularis","mature",0
"484","intact","Intact2","2","Cenothus oliganthus","mature",0
"485","intact","Intact2","2","Eriodictyon crassifolium","mature",0
"486","intact","Intact2","2","Eriogonum fasciculatum","mature",0
"487","intact","Intact2","2","Heteromeles arbutifolia","mature",8
"488","intact","Intact2","2","Malacothamnus fasciculatus","mature",0
"489","intact","Intact2","2","Rhamnus ilicifolia","mature",1
"490","intact","Intact2","2","Rhus ovata","mature",1
"491","intact","Intact2","2","Salvia apiana","mature",0
"492","intact","Intact2","2","Salvia leucophylla","mature",16
"493","intact","Intact2","2","Sambucus mexicana","mature",0
"494","intact","Intact2","2","unknown5 shrub","mature",0
"495","intact","Intact3","3","Artemisia californica","mature",6
"496","intact","Intact3","3","Baccharis pilularis","mature",0
"497","intact","Intact3","3","Cenothus oliganthus","mature",1
"498","intact","Intact3","3","Eriodictyon crassifolium","mature",0
"499","intact","Intact3","3","Eriogonum fasciculatum","mature",0
"500","intact","Intact3","3","Heteromeles arbutifolia","mature",6
"501","intact","Intact3","3","Malacothamnus fasciculatus","mature",1
"502","intact","Intact3","3","Rhamnus ilicifolia","mature",1
"503","intact","Intact3","3","Rhus ovata","mature",9
"504","intact","Intact3","3","Salvia apiana","mature",0
"505","intact","Intact3","3","Salvia leucophylla","mature",9
"506","intact","Intact3","3","Sambucus mexicana","mature",0
"507","intact","Intact3","3","unknown5 shrub","mature",0
"508","matrix","ENH1","1","Artemisia californica","mature",1
"509","matrix","ENH1","1","Baccharis pilularis","mature",0
"510","matrix","ENH1","1","Cenothus oliganthus","mature",0
"511","matrix","ENH1","1","Eriodictyon crassifolium","mature",0
"512","matrix","ENH1","1","Eriogonum fasciculatum","mature",0
"513","matrix","ENH1","1","Heteromeles arbutifolia","mature",0
"514","matrix","ENH1","1","Malacothamnus fasciculatus","mature",10
"515","matrix","ENH1","1","Rhamnus ilicifolia","mature",0
"516","matrix","ENH1","1","Rhus ovata","mature",1
"517","matrix","ENH1","1","Salvia apiana","mature",0
"518","matrix","ENH1","1","Salvia leucophylla","mature",9
"519","matrix","ENH1","1","Sambucus mexicana","mature",0
"520","matrix","ENH1","1","unknown5 shrub","mature",0
"521","matrix","ENH1","2","Artemisia californica","mature",1
"522","matrix","ENH1","2","Baccharis pilularis","mature",0
"523","matrix","ENH1","2","Cenothus oliganthus","mature",0
"524","matrix","ENH1","2","Eriodictyon crassifolium","mature",0
"525","matrix","ENH1","2","Eriogonum fasciculatum","mature",0
"526","matrix","ENH1","2","Heteromeles arbutifolia","mature",0
"527","matrix","ENH1","2","Malacothamnus fasciculatus","mature",46
"528","matrix","ENH1","2","Rhamnus ilicifolia","mature",0
"529","matrix","ENH1","2","Rhus ovata","mature",0
"530","matrix","ENH1","2","Salvia apiana","mature",0
"531","matrix","ENH1","2","Salvia leucophylla","mature",18
"532","matrix","ENH1","2","Sambucus mexicana","mature",0
"533","matrix","ENH1","2","unknown5 shrub","mature",0
"534","matrix","ENH1","3","Artemisia californica","mature",3
"535","matrix","ENH1","3","Baccharis pilularis","mature",0
"536","matrix","ENH1","3","Cenothus oliganthus","mature",0
"537","matrix","ENH1","3","Eriodictyon crassifolium","mature",8
"538","matrix","ENH1","3","Eriogonum fasciculatum","mature",0
"539","matrix","ENH1","3","Heteromeles arbutifolia","mature",0
"540","matrix","ENH1","3","Malacothamnus fasciculatus","mature",101
"541","matrix","ENH1","3","Rhamnus ilicifolia","mature",0
"542","matrix","ENH1","3","Rhus ovata","mature",0
"543","matrix","ENH1","3","Salvia apiana","mature",0
"544","matrix","ENH1","3","Salvia leucophylla","mature",16
"545","matrix","ENH1","3","Sambucus mexicana","mature",0
"546","matrix","ENH1","3","unknown5 shrub","mature",0
"547","matrix","ENH2","4","Artemisia californica","mature",3
"548","matrix","ENH2","4","Baccharis pilularis","mature",0
"549","matrix","ENH2","4","Cenothus oliganthus","mature",0
"550","matrix","ENH2","4","Eriodictyon crassifolium","mature",0
"551","matrix","ENH2","4","Eriogonum fasciculatum","mature",0
"552","matrix","ENH2","4","Heteromeles arbutifolia","mature",0
"553","matrix","ENH2","4","Malacothamnus fasciculatus","mature",23
"554","matrix","ENH2","4","Rhamnus ilicifolia","mature",0
"555","matrix","ENH2","4","Rhus ovata","mature",0
"556","matrix","ENH2","4","Salvia apiana","mature",1
"557","matrix","ENH2","4","Salvia leucophylla","mature",0
"558","matrix","ENH2","4","Sambucus mexicana","mature",0
"559","matrix","ENH2","4","unknown5 shrub","mature",0
"560","matrix","ENH2","5","Artemisia californica","mature",2
"561","matrix","ENH2","5","Baccharis pilularis","mature",0
"562","matrix","ENH2","5","Cenothus oliganthus","mature",0
"563","matrix","ENH2","5","Eriodictyon crassifolium","mature",0
"564","matrix","ENH2","5","Eriogonum fasciculatum","mature",0
"565","matrix","ENH2","5","Heteromeles arbutifolia","mature",0
"566","matrix","ENH2","5","Malacothamnus fasciculatus","mature",17
"567","matrix","ENH2","5","Rhamnus ilicifolia","mature",0
"568","matrix","ENH2","5","Rhus ovata","mature",0
"569","matrix","ENH2","5","Salvia apiana","mature",0
"570","matrix","ENH2","5","Salvia leucophylla","mature",1
"571","matrix","ENH2","5","Sambucus mexicana","mature",0
"572","matrix","ENH2","5","unknown5 shrub","mature",0
"573","matrix","ENH2","6","Artemisia californica","mature",3
"574","matrix","ENH2","6","Baccharis pilularis","mature",0
"575","matrix","ENH2","6","Cenothus oliganthus","mature",0
"576","matrix","ENH2","6","Eriodictyon crassifolium","mature",0
"577","matrix","ENH2","6","Eriogonum fasciculatum","mature",0
"578","matrix","ENH2","6","Heteromeles arbutifolia","mature",0
"579","matrix","ENH2","6","Malacothamnus fasciculatus","mature",25
"580","matrix","ENH2","6","Rhamnus ilicifolia","mature",0
"581","matrix","ENH2","6","Rhus ovata","mature",0
"582","matrix","ENH2","6","Salvia apiana","mature",0
"583","matrix","ENH2","6","Salvia leucophylla","mature",7
"584","matrix","ENH2","6","Sambucus mexicana","mature",0
"585","matrix","ENH2","6","unknown5 shrub","mature",1
"586","degraded","DEG1","1","Artemisia californica","resprout",0
"587","degraded","DEG1","1","Baccharis pilularis","resprout",0
"588","degraded","DEG1","1","Cenothus oliganthus","resprout",0
"589","degraded","DEG1","1","Eriodictyon crassifolium","resprout",0
"590","degraded","DEG1","1","Eriogonum fasciculatum","resprout",0
"591","degraded","DEG1","1","Heteromeles arbutifolia","resprout",0
"592","degraded","DEG1","1","Malacothamnus fasciculatus","resprout",0
"593","degraded","DEG1","1","Rhamnus ilicifolia","resprout",0
"594","degraded","DEG1","1","Rhus ovata","resprout",0
"595","degraded","DEG1","1","Salvia apiana","resprout",0
"596","degraded","DEG1","1","Salvia leucophylla","resprout",0
"597","degraded","DEG1","1","Sambucus mexicana","resprout",0
"598","degraded","DEG1","1","unknown5 shrub","resprout",0
"599","degraded","DEG1","2","Artemisia californica","resprout",0
"600","degraded","DEG1","2","Baccharis pilularis","resprout",0
"601","degraded","DEG1","2","Cenothus oliganthus","resprout",0
"602","degraded","DEG1","2","Eriodictyon crassifolium","resprout",0
"603","degraded","DEG1","2","Eriogonum fasciculatum","resprout",0
"604","degraded","DEG1","2","Heteromeles arbutifolia","resprout",0
"605","degraded","DEG1","2","Malacothamnus fasciculatus","resprout",0
"606","degraded","DEG1","2","Rhamnus ilicifolia","resprout",0
"607","degraded","DEG1","2","Rhus ovata","resprout",0
"608","degraded","DEG1","2","Salvia apiana","resprout",0
"609","degraded","DEG1","2","Salvia leucophylla","resprout",0
"610","degraded","DEG1","2","Sambucus mexicana","resprout",0
"611","degraded","DEG1","2","unknown5 shrub","resprout",0
"612","degraded","DEG1","3","Artemisia californica","resprout",0
"613","degraded","DEG1","3","Baccharis pilularis","resprout",0
"614","degraded","DEG1","3","Cenothus oliganthus","resprout",0
"615","degraded","DEG1","3","Eriodictyon crassifolium","resprout",0
"616","degraded","DEG1","3","Eriogonum fasciculatum","resprout",0
"617","degraded","DEG1","3","Heteromeles arbutifolia","resprout",0
"618","degraded","DEG1","3","Malacothamnus fasciculatus","resprout",0
"619","degraded","DEG1","3","Rhamnus ilicifolia","resprout",0
"620","degraded","DEG1","3","Rhus ovata","resprout",0
"621","degraded","DEG1","3","Salvia apiana","resprout",0
"622","degraded","DEG1","3","Salvia leucophylla","resprout",1
"623","degraded","DEG1","3","Sambucus mexicana","resprout",0
"624","degraded","DEG1","3","unknown5 shrub","resprout",0
"625","degraded","DEG2","4","Artemisia californica","resprout",0
"626","degraded","DEG2","4","Baccharis pilularis","resprout",0
"627","degraded","DEG2","4","Cenothus oliganthus","resprout",0
"628","degraded","DEG2","4","Eriodictyon crassifolium","resprout",0
"629","degraded","DEG2","4","Eriogonum fasciculatum","resprout",0
"630","degraded","DEG2","4","Heteromeles arbutifolia","resprout",0
"631","degraded","DEG2","4","Malacothamnus fasciculatus","resprout",0
"632","degraded","DEG2","4","Rhamnus ilicifolia","resprout",0
"633","degraded","DEG2","4","Rhus ovata","resprout",0
"634","degraded","DEG2","4","Salvia apiana","resprout",0
"635","degraded","DEG2","4","Salvia leucophylla","resprout",0
"636","degraded","DEG2","4","Sambucus mexicana","resprout",0
"637","degraded","DEG2","4","unknown5 shrub","resprout",0
"638","degraded","DEG2","5","Artemisia californica","resprout",0
"639","degraded","DEG2","5","Baccharis pilularis","resprout",0
"640","degraded","DEG2","5","Cenothus oliganthus","resprout",0
"641","degraded","DEG2","5","Eriodictyon crassifolium","resprout",0
"642","degraded","DEG2","5","Eriogonum fasciculatum","resprout",0
"643","degraded","DEG2","5","Heteromeles arbutifolia","resprout",0
"644","degraded","DEG2","5","Malacothamnus fasciculatus","resprout",0
"645","degraded","DEG2","5","Rhamnus ilicifolia","resprout",0
"646","degraded","DEG2","5","Rhus ovata","resprout",0
"647","degraded","DEG2","5","Salvia apiana","resprout",0
"648","degraded","DEG2","5","Salvia leucophylla","resprout",0
"649","degraded","DEG2","5","Sambucus mexicana","resprout",0
"650","degraded","DEG2","5","unknown5 shrub","resprout",0
"651","degraded","DEG2","6","Artemisia californica","resprout",0
"652","degraded","DEG2","6","Baccharis pilularis","resprout",0
"653","degraded","DEG2","6","Cenothus oliganthus","resprout",0
"654","degraded","DEG2","6","Eriodictyon crassifolium","resprout",0
"655","degraded","DEG2","6","Eriogonum fasciculatum","resprout",0
"656","degraded","DEG2","6","Heteromeles arbutifolia","resprout",0
"657","degraded","DEG2","6","Malacothamnus fasciculatus","resprout",0
"658","degraded","DEG2","6","Rhamnus ilicifolia","resprout",0
"659","degraded","DEG2","6","Rhus ovata","resprout",0
"660","degraded","DEG2","6","Salvia apiana","resprout",0
"661","degraded","DEG2","6","Salvia leucophylla","resprout",0
"662","degraded","DEG2","6","Sambucus mexicana","resprout",0
"663","degraded","DEG2","6","unknown5 shrub","resprout",0
"664","intact","Intact1","1","Artemisia californica","resprout",0
"665","intact","Intact1","1","Baccharis pilularis","resprout",0
"666","intact","Intact1","1","Cenothus oliganthus","resprout",0
"667","intact","Intact1","1","Eriodictyon crassifolium","resprout",0
"668","intact","Intact1","1","Eriogonum fasciculatum","resprout",0
"669","intact","Intact1","1","Heteromeles arbutifolia","resprout",0
"670","intact","Intact1","1","Malacothamnus fasciculatus","resprout",0
"671","intact","Intact1","1","Rhamnus ilicifolia","resprout",0
"672","intact","Intact1","1","Rhus ovata","resprout",0
"673","intact","Intact1","1","Salvia apiana","resprout",0
"674","intact","Intact1","1","Salvia leucophylla","resprout",0
"675","intact","Intact1","1","Sambucus mexicana","resprout",0
"676","intact","Intact1","1","unknown5 shrub","resprout",0
"677","intact","Intact2","2","Artemisia californica","resprout",0
"678","intact","Intact2","2","Baccharis pilularis","resprout",0
"679","intact","Intact2","2","Cenothus oliganthus","resprout",0
"680","intact","Intact2","2","Eriodictyon crassifolium","resprout",0
"681","intact","Intact2","2","Eriogonum fasciculatum","resprout",0
"682","intact","Intact2","2","Heteromeles arbutifolia","resprout",0
"683","intact","Intact2","2","Malacothamnus fasciculatus","resprout",0
"684","intact","Intact2","2","Rhamnus ilicifolia","resprout",0
"685","intact","Intact2","2","Rhus ovata","resprout",0
"686","intact","Intact2","2","Salvia apiana","resprout",0
"687","intact","Intact2","2","Salvia leucophylla","resprout",0
"688","intact","Intact2","2","Sambucus mexicana","resprout",0
"689","intact","Intact2","2","unknown5 shrub","resprout",0
"690","intact","Intact3","3","Artemisia californica","resprout",0
"691","intact","Intact3","3","Baccharis pilularis","resprout",0
"692","intact","Intact3","3","Cenothus oliganthus","resprout",0
"693","intact","Intact3","3","Eriodictyon crassifolium","resprout",0
"694","intact","Intact3","3","Eriogonum fasciculatum","resprout",0
"695","intact","Intact3","3","Heteromeles arbutifolia","resprout",0
"696","intact","Intact3","3","Malacothamnus fasciculatus","resprout",0
"697","intact","Intact3","3","Rhamnus ilicifolia","resprout",1
"698","intact","Intact3","3","Rhus ovata","resprout",0
"699","intact","Intact3","3","Salvia apiana","resprout",0
"700","intact","Intact3","3","Salvia leucophylla","resprout",0
"701","intact","Intact3","3","Sambucus mexicana","resprout",0
"702","intact","Intact3","3","unknown5 shrub","resprout",0
"703","matrix","ENH1","1","Artemisia californica","resprout",0
"704","matrix","ENH1","1","Baccharis pilularis","resprout",0
"705","matrix","ENH1","1","Cenothus oliganthus","resprout",0
"706","matrix","ENH1","1","Eriodictyon crassifolium","resprout",0
"707","matrix","ENH1","1","Eriogonum fasciculatum","resprout",0
"708","matrix","ENH1","1","Heteromeles arbutifolia","resprout",0
"709","matrix","ENH1","1","Malacothamnus fasciculatus","resprout",0
"710","matrix","ENH1","1","Rhamnus ilicifolia","resprout",0
"711","matrix","ENH1","1","Rhus ovata","resprout",0
"712","matrix","ENH1","1","Salvia apiana","resprout",0
"713","matrix","ENH1","1","Salvia leucophylla","resprout",0
"714","matrix","ENH1","1","Sambucus mexicana","resprout",0
"715","matrix","ENH1","1","unknown5 shrub","resprout",0
"716","matrix","ENH1","2","Artemisia californica","resprout",0
"717","matrix","ENH1","2","Baccharis pilularis","resprout",0
"718","matrix","ENH1","2","Cenothus oliganthus","resprout",0
"719","matrix","ENH1","2","Eriodictyon crassifolium","resprout",0
"720","matrix","ENH1","2","Eriogonum fasciculatum","resprout",0
"721","matrix","ENH1","2","Heteromeles arbutifolia","resprout",0
"722","matrix","ENH1","2","Malacothamnus fasciculatus","resprout",0
"723","matrix","ENH1","2","Rhamnus ilicifolia","resprout",0
"724","matrix","ENH1","2","Rhus ovata","resprout",0
"725","matrix","ENH1","2","Salvia apiana","resprout",0
"726","matrix","ENH1","2","Salvia leucophylla","resprout",0
"727","matrix","ENH1","2","Sambucus mexicana","resprout",0
"728","matrix","ENH1","2","unknown5 shrub","resprout",0
"729","matrix","ENH1","3","Artemisia californica","resprout",0
"730","matrix","ENH1","3","Baccharis pilularis","resprout",1
"731","matrix","ENH1","3","Cenothus oliganthus","resprout",0
"732","matrix","ENH1","3","Eriodictyon crassifolium","resprout",0
"733","matrix","ENH1","3","Eriogonum fasciculatum","resprout",0
"734","matrix","ENH1","3","Heteromeles arbutifolia","resprout",0
"735","matrix","ENH1","3","Malacothamnus fasciculatus","resprout",2
"736","matrix","ENH1","3","Rhamnus ilicifolia","resprout",0
"737","matrix","ENH1","3","Rhus ovata","resprout",0
"738","matrix","ENH1","3","Salvia apiana","resprout",0
"739","matrix","ENH1","3","Salvia leucophylla","resprout",0
"740","matrix","ENH1","3","Sambucus mexicana","resprout",0
"741","matrix","ENH1","3","unknown5 shrub","resprout",0
"742","matrix","ENH2","4","Artemisia californica","resprout",0
"743","matrix","ENH2","4","Baccharis pilularis","resprout",0
"744","matrix","ENH2","4","Cenothus oliganthus","resprout",0
"745","matrix","ENH2","4","Eriodictyon crassifolium","resprout",0
"746","matrix","ENH2","4","Eriogonum fasciculatum","resprout",0
"747","matrix","ENH2","4","Heteromeles arbutifolia","resprout",0
"748","matrix","ENH2","4","Malacothamnus fasciculatus","resprout",0
"749","matrix","ENH2","4","Rhamnus ilicifolia","resprout",0
"750","matrix","ENH2","4","Rhus ovata","resprout",0
"751","matrix","ENH2","4","Salvia apiana","resprout",0
"752","matrix","ENH2","4","Salvia leucophylla","resprout",0
"753","matrix","ENH2","4","Sambucus mexicana","resprout",0
"754","matrix","ENH2","4","unknown5 shrub","resprout",0
"755","matrix","ENH2","5","Artemisia californica","resprout",0
"756","matrix","ENH2","5","Baccharis pilularis","resprout",0
"757","matrix","ENH2","5","Cenothus oliganthus","resprout",0
"758","matrix","ENH2","5","Eriodictyon crassifolium","resprout",0
"759","matrix","ENH2","5","Eriogonum fasciculatum","resprout",0
"760","matrix","ENH2","5","Heteromeles arbutifolia","resprout",0
"761","matrix","ENH2","5","Malacothamnus fasciculatus","resprout",0
"762","matrix","ENH2","5","Rhamnus ilicifolia","resprout",0
"763","matrix","ENH2","5","Rhus ovata","resprout",0
"764","matrix","ENH2","5","Salvia apiana","resprout",0
"765","matrix","ENH2","5","Salvia leucophylla","resprout",0
"766","matrix","ENH2","5","Sambucus mexicana","resprout",0
"767","matrix","ENH2","5","unknown5 shrub","resprout",0
"768","matrix","ENH2","6","Artemisia californica","resprout",0
"769","matrix","ENH2","6","Baccharis pilularis","resprout",0
"770","matrix","ENH2","6","Cenothus oliganthus","resprout",0
"771","matrix","ENH2","6","Eriodictyon crassifolium","resprout",0
"772","matrix","ENH2","6","Eriogonum fasciculatum","resprout",0
"773","matrix","ENH2","6","Heteromeles arbutifolia","resprout",0
"774","matrix","ENH2","6","Malacothamnus fasciculatus","resprout",0
"775","matrix","ENH2","6","Rhamnus ilicifolia","resprout",0
"776","matrix","ENH2","6","Rhus ovata","resprout",0
"777","matrix","ENH2","6","Salvia apiana","resprout",0
"778","matrix","ENH2","6","Salvia leucophylla","resprout",0
"779","matrix","ENH2","6","Sambucus mexicana","resprout",0
"780","matrix","ENH2","6","unknown5 shrub","resprout",0
"781","degraded","DEG1","1","Artemisia californica","seedling",0
"782","degraded","DEG1","1","Baccharis pilularis","seedling",0
"783","degraded","DEG1","1","Cenothus oliganthus","seedling",0
"784","degraded","DEG1","1","Eriodictyon crassifolium","seedling",0
"785","degraded","DEG1","1","Eriogonum fasciculatum","seedling",0
"786","degraded","DEG1","1","Heteromeles arbutifolia","seedling",0
"787","degraded","DEG1","1","Malacothamnus fasciculatus","seedling",0
"788","degraded","DEG1","1","Rhamnus ilicifolia","seedling",0
"789","degraded","DEG1","1","Rhus ovata","seedling",0
"790","degraded","DEG1","1","Salvia apiana","seedling",0
"791","degraded","DEG1","1","Salvia leucophylla","seedling",0
"792","degraded","DEG1","1","Sambucus mexicana","seedling",0
"793","degraded","DEG1","1","unknown5 shrub","seedling",0
"794","degraded","DEG1","2","Artemisia californica","seedling",0
"795","degraded","DEG1","2","Baccharis pilularis","seedling",0
"796","degraded","DEG1","2","Cenothus oliganthus","seedling",0
"797","degraded","DEG1","2","Eriodictyon crassifolium","seedling",0
"798","degraded","DEG1","2","Eriogonum fasciculatum","seedling",0
"799","degraded","DEG1","2","Heteromeles arbutifolia","seedling",0
"800","degraded","DEG1","2","Malacothamnus fasciculatus","seedling",0
"801","degraded","DEG1","2","Rhamnus ilicifolia","seedling",0
"802","degraded","DEG1","2","Rhus ovata","seedling",0
"803","degraded","DEG1","2","Salvia apiana","seedling",0
"804","degraded","DEG1","2","Salvia leucophylla","seedling",0
"805","degraded","DEG1","2","Sambucus mexicana","seedling",0
"806","degraded","DEG1","2","unknown5 shrub","seedling",0
"807","degraded","DEG1","3","Artemisia californica","seedling",0
"808","degraded","DEG1","3","Baccharis pilularis","seedling",0
"809","degraded","DEG1","3","Cenothus oliganthus","seedling",0
"810","degraded","DEG1","3","Eriodictyon crassifolium","seedling",0
"811","degraded","DEG1","3","Eriogonum fasciculatum","seedling",0
"812","degraded","DEG1","3","Heteromeles arbutifolia","seedling",0
"813","degraded","DEG1","3","Malacothamnus fasciculatus","seedling",0
"814","degraded","DEG1","3","Rhamnus ilicifolia","seedling",0
"815","degraded","DEG1","3","Rhus ovata","seedling",0
"816","degraded","DEG1","3","Salvia apiana","seedling",0
"817","degraded","DEG1","3","Salvia leucophylla","seedling",0
"818","degraded","DEG1","3","Sambucus mexicana","seedling",0
"819","degraded","DEG1","3","unknown5 shrub","seedling",0
"820","degraded","DEG2","4","Artemisia californica","seedling",0
"821","degraded","DEG2","4","Baccharis pilularis","seedling",0
"822","degraded","DEG2","4","Cenothus oliganthus","seedling",0
"823","degraded","DEG2","4","Eriodictyon crassifolium","seedling",0
"824","degraded","DEG2","4","Eriogonum fasciculatum","seedling",0
"825","degraded","DEG2","4","Heteromeles arbutifolia","seedling",0
"826","degraded","DEG2","4","Malacothamnus fasciculatus","seedling",0
"827","degraded","DEG2","4","Rhamnus ilicifolia","seedling",0
"828","degraded","DEG2","4","Rhus ovata","seedling",0
"829","degraded","DEG2","4","Salvia apiana","seedling",0
"830","degraded","DEG2","4","Salvia leucophylla","seedling",0
"831","degraded","DEG2","4","Sambucus mexicana","seedling",0
"832","degraded","DEG2","4","unknown5 shrub","seedling",0
"833","degraded","DEG2","5","Artemisia californica","seedling",0
"834","degraded","DEG2","5","Baccharis pilularis","seedling",0
"835","degraded","DEG2","5","Cenothus oliganthus","seedling",0
"836","degraded","DEG2","5","Eriodictyon crassifolium","seedling",0
"837","degraded","DEG2","5","Eriogonum fasciculatum","seedling",0
"838","degraded","DEG2","5","Heteromeles arbutifolia","seedling",0
"839","degraded","DEG2","5","Malacothamnus fasciculatus","seedling",3
"840","degraded","DEG2","5","Rhamnus ilicifolia","seedling",0
"841","degraded","DEG2","5","Rhus ovata","seedling",0
"842","degraded","DEG2","5","Salvia apiana","seedling",0
"843","degraded","DEG2","5","Salvia leucophylla","seedling",0
"844","degraded","DEG2","5","Sambucus mexicana","seedling",0
"845","degraded","DEG2","5","unknown5 shrub","seedling",0
"846","degraded","DEG2","6","Artemisia californica","seedling",0
"847","degraded","DEG2","6","Baccharis pilularis","seedling",0
"848","degraded","DEG2","6","Cenothus oliganthus","seedling",0
"849","degraded","DEG2","6","Eriodictyon crassifolium","seedling",0
"850","degraded","DEG2","6","Eriogonum fasciculatum","seedling",0
"851","degraded","DEG2","6","Heteromeles arbutifolia","seedling",0
"852","degraded","DEG2","6","Malacothamnus fasciculatus","seedling",0
"853","degraded","DEG2","6","Rhamnus ilicifolia","seedling",0
"854","degraded","DEG2","6","Rhus ovata","seedling",0
"855","degraded","DEG2","6","Salvia apiana","seedling",0
"856","degraded","DEG2","6","Salvia leucophylla","seedling",0
"857","degraded","DEG2","6","Sambucus mexicana","seedling",0
"858","degraded","DEG2","6","unknown5 shrub","seedling",0
"859","intact","Intact1","1","Artemisia californica","seedling",0
"860","intact","Intact1","1","Baccharis pilularis","seedling",0
"861","intact","Intact1","1","Cenothus oliganthus","seedling",0
"862","intact","Intact1","1","Eriodictyon crassifolium","seedling",0
"863","intact","Intact1","1","Eriogonum fasciculatum","seedling",0
"864","intact","Intact1","1","Heteromeles arbutifolia","seedling",0
"865","intact","Intact1","1","Malacothamnus fasciculatus","seedling",0
"866","intact","Intact1","1","Rhamnus ilicifolia","seedling",0
"867","intact","Intact1","1","Rhus ovata","seedling",0
"868","intact","Intact1","1","Salvia apiana","seedling",0
"869","intact","Intact1","1","Salvia leucophylla","seedling",0
"870","intact","Intact1","1","Sambucus mexicana","seedling",0
"871","intact","Intact1","1","unknown5 shrub","seedling",0
"872","intact","Intact2","2","Artemisia californica","seedling",1
"873","intact","Intact2","2","Baccharis pilularis","seedling",0
"874","intact","Intact2","2","Cenothus oliganthus","seedling",0
"875","intact","Intact2","2","Eriodictyon crassifolium","seedling",0
"876","intact","Intact2","2","Eriogonum fasciculatum","seedling",0
"877","intact","Intact2","2","Heteromeles arbutifolia","seedling",0
"878","intact","Intact2","2","Malacothamnus fasciculatus","seedling",0
"879","intact","Intact2","2","Rhamnus ilicifolia","seedling",0
"880","intact","Intact2","2","Rhus ovata","seedling",0
"881","intact","Intact2","2","Salvia apiana","seedling",0
"882","intact","Intact2","2","Salvia leucophylla","seedling",0
"883","intact","Intact2","2","Sambucus mexicana","seedling",0
"884","intact","Intact2","2","unknown5 shrub","seedling",0
"885","intact","Intact3","3","Artemisia californica","seedling",0
"886","intact","Intact3","3","Baccharis pilularis","seedling",0
"887","intact","Intact3","3","Cenothus oliganthus","seedling",0
"888","intact","Intact3","3","Eriodictyon crassifolium","seedling",1
"889","intact","Intact3","3","Eriogonum fasciculatum","seedling",0
"890","intact","Intact3","3","Heteromeles arbutifolia","seedling",0
"891","intact","Intact3","3","Malacothamnus fasciculatus","seedling",2
"892","intact","Intact3","3","Rhamnus ilicifolia","seedling",0
"893","intact","Intact3","3","Rhus ovata","seedling",1
"894","intact","Intact3","3","Salvia apiana","seedling",0
"895","intact","Intact3","3","Salvia leucophylla","seedling",2
"896","intact","Intact3","3","Sambucus mexicana","seedling",0
"897","intact","Intact3","3","unknown5 shrub","seedling",0
"898","matrix","ENH1","1","Artemisia californica","seedling",0
"899","matrix","ENH1","1","Baccharis pilularis","seedling",0
"900","matrix","ENH1","1","Cenothus oliganthus","seedling",0
"901","matrix","ENH1","1","Eriodictyon crassifolium","seedling",0
"902","matrix","ENH1","1","Eriogonum fasciculatum","seedling",0
"903","matrix","ENH1","1","Heteromeles arbutifolia","seedling",0
"904","matrix","ENH1","1","Malacothamnus fasciculatus","seedling",0
"905","matrix","ENH1","1","Rhamnus ilicifolia","seedling",0
"906","matrix","ENH1","1","Rhus ovata","seedling",0
"907","matrix","ENH1","1","Salvia apiana","seedling",0
"908","matrix","ENH1","1","Salvia leucophylla","seedling",0
"909","matrix","ENH1","1","Sambucus mexicana","seedling",0
"910","matrix","ENH1","1","unknown5 shrub","seedling",0
"911","matrix","ENH1","2","Artemisia californica","seedling",0
"912","matrix","ENH1","2","Baccharis pilularis","seedling",0
"913","matrix","ENH1","2","Cenothus oliganthus","seedling",0
"914","matrix","ENH1","2","Eriodictyon crassifolium","seedling",0
"915","matrix","ENH1","2","Eriogonum fasciculatum","seedling",0
"916","matrix","ENH1","2","Heteromeles arbutifolia","seedling",0
"917","matrix","ENH1","2","Malacothamnus fasciculatus","seedling",1
"918","matrix","ENH1","2","Rhamnus ilicifolia","seedling",0
"919","matrix","ENH1","2","Rhus ovata","seedling",0
"920","matrix","ENH1","2","Salvia apiana","seedling",0
"921","matrix","ENH1","2","Salvia leucophylla","seedling",0
"922","matrix","ENH1","2","Sambucus mexicana","seedling",0
"923","matrix","ENH1","2","unknown5 shrub","seedling",0
"924","matrix","ENH1","3","Artemisia californica","seedling",0
"925","matrix","ENH1","3","Baccharis pilularis","seedling",0
"926","matrix","ENH1","3","Cenothus oliganthus","seedling",0
"927","matrix","ENH1","3","Eriodictyon crassifolium","seedling",1
"928","matrix","ENH1","3","Eriogonum fasciculatum","seedling",0
"929","matrix","ENH1","3","Heteromeles arbutifolia","seedling",0
"930","matrix","ENH1","3","Malacothamnus fasciculatus","seedling",2
"931","matrix","ENH1","3","Rhamnus ilicifolia","seedling",0
"932","matrix","ENH1","3","Rhus ovata","seedling",0
